,time,method,current,voltage,accumulated reward
2,0.002,avg_hardtanh,36.14966231803679,24.36253466867608,-63.31006620956798
3,0.003,avg_hardtanh,24.406376218820956,36.890532909095555,-74.41953330047242
4,0.004,avg_hardtanh,12.447871384568549,43.51251553730071,-78.90701776317172
5,0.005,avg_hardtanh,8.227456072449048,46.20335764777859,-80.70366011539313
6,0.006,avg_hardtanh,6.07468800896613,47.3402779692426,-81.36338214615054
7,0.007,avg_hardtanh,5.251794243379213,47.75766731443226,-81.60571483171827
8,0.008,avg_hardtanh,4.951132192948709,47.9039448001241,-81.70177003159418
9,0.009000000000000001,avg_hardtanh,4.8477970741457685,47.952926128253345,-81.74884390334083
10,0.01,avg_hardtanh,4.8124061310770365,47.96855409597229,-81.78028980736855
11,0.011,avg_hardtanh,4.800274924046404,47.97280835426187,-81.80748145310667
12,0.012,avg_hardtanh,4.797345313924307,47.973492617931015,-81.83398883517566
13,0.013000000000000001,avg_hardtanh,4.797018985564773,47.97341675006672,-81.86057208510894
14,0.014,avg_hardtanh,4.797152023641673,47.97330152304469,-81.88727056206426
15,0.015,avg_hardtanh,4.797263637897111,47.973246583530695,-81.91402397853356
16,0.016,avg_hardtanh,4.797306674119414,47.97322885328586,-81.9407951252477
17,0.017,avg_hardtanh,4.797317775942682,47.973224067647,-81.96757105760071
18,0.018000000000000002,avg_hardtanh,4.797322290251319,47.97322300551584,-81.99434805208486
19,0.019,avg_hardtanh,4.79732079727487,47.973222661912736,-82.02112539017213
20,0.02,avg_hardtanh,4.797323924221502,47.97322270982567,-82.04790268034645
21,0.021,avg_hardtanh,4.797325680492691,47.973223853655966,-82.07467882669049
22,0.022,avg_hardtanh,4.797320868405798,47.97322424620151,-82.10145458048898
23,0.023,avg_hardtanh,4.797321508589346,47.97322369018291,-82.12823089030607
24,0.024,avg_hardtanh,4.797322841325577,47.97322360498022,-82.15500728532585
25,0.025,avg_hardtanh,4.797318354807389,47.97322280307669,-82.18178448224916
26,0.026000000000000002,avg_hardtanh,4.797324367315097,47.97322239897084,-82.20856208327831
27,0.027,avg_hardtanh,4.797322918794489,47.97322302890104,-82.23533905437728
28,0.028,avg_hardtanh,4.797319998709924,47.97322264351312,-82.26211641086417
29,0.029,avg_hardtanh,4.797323198751743,47.97322234894841,-82.28889406191576
