training steps, time, steps in evaluation, accumulated reward, done, exit condition 
595914, 68.65475344657898, 200, -0.5711569169951067, 1, 0
602122, 69.33117771148682, 200, -0.9186297942464465, 1, 0
608326, 69.99136543273926, 200, -0.9576712601380151, 1, 0
614530, 70.72698140144348, 200, -1.3645417604896177, 1, 0
620736, 71.43201112747192, 200, -2.3087412900050266, 1, 0
626939, 72.0654821395874, 200, -0.9815420207237062, 1, 0
633149, 72.68750762939453, 200, -1.6270486467902756, 1, 0
639368, 73.35035586357117, 200, -1.413325547958121, 1, 0
645573, 74.08042693138123, 200, -0.33595564195494243, 1, 0
651778, 74.811594247818, 200, -2.3334638922958595, 1, 0
657985, 75.53660154342651, 200, -0.9862613771014965, 1, 0
664385, 76.26486992835999, 200, -0.2721286597300514, 1, 0
670590, 76.89218592643738, 200, -0.9581124615199751, 1, 0
676801, 77.52596807479858, 200, -0.95019389887051, 1, 0
683012, 78.22020173072815, 200, -0.9183808224648373, 1, 0
689221, 78.90443873405457, 200, -1.4456442173958035, 1, 0
695435, 79.51880407333374, 200, -3.0176391843782455, 1, 0
701642, 80.24841856956482, 200, -0.35316604047042566, 1, 0
707846, 80.87979412078857, 200, -0.9653945329840325, 1, 0
714061, 81.53614521026611, 200, -0.7950734975800272, 1, 0
720265, 82.17440295219421, 200, -0.2041676370241576, 1, 0
726597, 82.9142279624939, 200, -1.4062936092429992, 1, 0
732808, 83.56626439094543, 200, -2.040979804195875, 1, 0
739022, 84.20420861244202, 200, -0.6866898148972858, 1, 0
745230, 84.85428309440613, 200, -0.49134623663499527, 1, 0
751438, 85.48453450202942, 200, -0.8702697145045231, 1, 0
757643, 86.11784625053406, 200, -2.191690400710976, 1, 0
764043, 86.7566430568695, 200, -0.18316003541333817, 1, 0
770248, 87.38120412826538, 200, -0.7299354782984805, 1, 0
776461, 88.07507109642029, 200, -1.1752786646144568, 1, 0
782667, 88.8017406463623, 200, -0.9686037000249327, 1, 0
788873, 89.49028134346008, 200, -0.5331658732549528, 1, 0
795079, 90.2098639011383, 200, -1.8077227194669987, 1, 0
801284, 90.939523935318, 200, -1.0116281782371142, 1, 0
807488, 91.65710854530334, 200, -1.3719541338008716, 1, 0
813692, 92.35251355171204, 200, -1.5301571131348053, 1, 0
819896, 93.0411970615387, 200, -0.4833619131170324, 1, 0
826100, 93.7176194190979, 200, -1.9468004203684792, 1, 0
832308, 94.46955943107605, 200, -1.0448359658481736, 1, 0
838514, 95.15022134780884, 200, -1.0514603320967315, 1, 0
844720, 95.83917784690857, 200, -2.3436204132690968, 1, 0
850925, 96.55990505218506, 200, -0.5006034213088046, 1, 0
857130, 97.22439241409302, 200, -1.8671645801449583, 1, 0
863346, 97.89393448829651, 200, -0.7265391235089755, 1, 0
869570, 98.61228466033936, 200, -0.44593712424709575, 1, 0
875774, 99.2694582939148, 200, -2.254014219756626, 1, 0
882174, 99.96712040901184, 200, -1.179910184254638, 1, 0
888378, 100.63515615463257, 200, -1.9108629713125524, 1, 0
894582, 101.28651261329651, 200, -0.9149675347729481, 1, 0
900792, 101.96532368659973, 200, -1.405866368014917, 1, 0
906998, 102.6926679611206, 200, -1.8097351487763338, 1, 0
913209, 103.37584829330444, 200, -1.1858083115993068, 1, 0
919414, 104.05193591117859, 200, -2.7573873331060277, 1, 0
925618, 104.861807346344, 200, -1.1947701643285877, 1, 0
931826, 105.64907312393188, 200, -2.2360125481002844, 1, 0
938031, 106.33922457695007, 200, -2.416262455429182, 1, 0
944237, 107.0398485660553, 200, -2.148839683201585, 1, 0
950461, 107.76466131210327, 200, -0.5958076096593294, 1, 0
956665, 108.46129560470581, 200, -1.2487185753539773, 1, 0
962869, 109.1205883026123, 200, -1.5416487067637972, 1, 0
969074, 109.87473058700562, 200, -1.3956944894491656, 1, 0
975279, 110.58138751983643, 200, -0.7364207509962247, 1, 0
981481, 111.22996830940247, 200, -0.7984340430659792, 1, 0
987685, 111.96668815612793, 200, -1.6430885135303905, 1, 0
993888, 112.6326117515564, 200, -1.381359645803469, 1, 0
1000094, 113.32251620292664, 200, -1.1324908037496535, 1, 0
1000094, 113.32251620292664, 200, -2.2224246175960674, 1, 0
